"NGenes","Direction","PValue","BH_FDR_five_sets_within_cell_type_supplementary","gene_set","Correlation","cell_type","minimum_nuclei","correlation_method","nominal_p_lt_0_05","n_donors","n_et_donors","n_control_donors","BH_FDR_70_tests_within_threshold_and_correlation_method_supplementary"
8,"Down",0.841490327804188,0.888156377483414,"Carbonic anhydrase family",-0.0602030705614003,"Purkinje",30,"estimated",FALSE,105,16,89,0.995612078093843
95,"Up",0.844831090988142,0.937569234841031,"Targets predicted for any chemical form",0.0135558124334205,"Oligodendrocytes",30,"estimated",FALSE,106,16,90,0.995612078093843
7,"Up",0.864040416853643,0.864040416853643,"Carbonic anhydrase family",-0.0434716583461659,"Golgi",30,"estimated",FALSE,105,16,89,0.995612078093843
71,"Down",0.866033465071635,0.866033465071635,"Targets predicted for any sulfate or glucuronide conjugate",0.010996186038234,"Microglia",30,"estimated",FALSE,105,16,89,0.995612078093843
7,"Up",0.867066068074243,0.997058913345772,"Carbonic anhydrase family",0.0331679283418015,"MLI_2",30,"estimated",FALSE,98,15,83,0.995612078093843
26,"Up",0.870792003698425,0.870792003698425,"Targets predicted for all sulfate and glucuronide conjugates",0.00900316725193928,"Astrocytes",30,"estimated",FALSE,107,16,91,0.995612078093843
11,"Down",0.888156377483414,0.888156377483414,"Targets predicted for all chemical forms",-0.0251458831849794,"Purkinje",30,"estimated",FALSE,105,16,89,0.995612078093843
47,"Up",0.90138668809936,0.952942989032678,"Targets predicted for any sulfate or glucuronide conjugate",0.00626127753945909,"PLI",30,"estimated",FALSE,98,16,82,0.995612078093843
26,"Down",0.924705242821779,0.93717290480886,"Targets predicted for all sulfate and glucuronide conjugates",0.0127781808281958,"OPC",30,"estimated",FALSE,106,16,90,0.995612078093843
88,"Up",0.93717290480886,0.93717290480886,"Targets predicted for any chemical form",0.0145294009890929,"OPC",30,"estimated",FALSE,106,16,90,0.995612078093843
78,"Down",0.937569234841031,0.937569234841031,"Targets predicted for any sulfate or glucuronide conjugate",0.011159282745747,"Oligodendrocytes",30,"estimated",FALSE,106,16,90,0.995612078093843
66,"Down",0.944774205841167,0.944774205841167,"Targets predicted for any sulfate or glucuronide conjugate",0.0193074289842145,"Endocytes",30,"estimated",FALSE,99,16,83,0.995612078093843
56,"Up",0.952942989032678,0.952942989032678,"Targets predicted for any chemical form",0.00768190479384791,"PLI",30,"estimated",FALSE,98,16,82,0.995612078093843
13,"Up",0.989309841664952,0.989309841664952,"Targets predicted for all chemical forms",-0.00266375488989497,"MLI_1",30,"estimated",FALSE,108,16,92,0.997058913345772
5,"Down",0.994835793168401,0.994835793168401,"Carbonic anhydrase family",-0.00629662577168161,"UBC",30,"estimated",FALSE,101,15,86,0.997058913345772
25,"Up",0.997058913345772,0.997058913345772,"Targets predicted for all sulfate and glucuronide conjugates",-0.00237834959444574,"MLI_2",30,"estimated",FALSE,98,15,83,0.997058913345772
12,"Up",0.0688174085309764,0.344087042654882,"Carbonic anhydrase family",0.01,"Granule",30,"fixed_0.01",FALSE,109,16,93,0.992582005212325
8,"Up",0.0696473903261274,0.348236951630637,"Carbonic anhydrase family",0.01,"Endocytes",30,"fixed_0.01",FALSE,99,16,83,0.992582005212325
9,"Up",0.0744221791080308,0.372110895540154,"Carbonic anhydrase family",0.01,"Oligodendrocytes",30,"fixed_0.01",FALSE,106,16,90,0.992582005212325
3,"Up",0.0895814013512174,0.447907006756087,"Carbonic anhydrase family",0.01,"Pericytes",30,"fixed_0.01",FALSE,91,16,75,0.992582005212325
38,"Up",0.205734385786735,0.400203715171182,"Targets predicted for all sulfate and glucuronide conjugates",0.01,"Granule",30,"fixed_0.01",FALSE,109,16,93,0.992582005212325
58,"Up",0.248261758868701,0.551979662015289,"Targets predicted for any chemical form",0.01,"UBC",30,"fixed_0.01",FALSE,101,15,86,0.992582005212325
28,"Up",0.298248439412628,0.745621098531569,"Targets predicted for any sulfate or glucuronide conjugate",0.01,"Pericytes",30,"fixed_0.01",FALSE,91,16,75,0.992582005212325
13,"Down",0.299903676035306,0.743767550968887,"Targets predicted for all chemical forms",0.01,"Microglia",30,"fixed_0.01",FALSE,105,16,89,0.992582005212325
151,"Up",0.316613454344051,0.400203715171182,"Targets predicted for any chemical form",0.01,"Granule",30,"fixed_0.01",FALSE,109,16,93,0.992582005212325
117,"Up",0.320162972136945,0.400203715171182,"Targets predicted for any sulfate or glucuronide conjugate",0.01,"Granule",30,"fixed_0.01",FALSE,109,16,93,0.992582005212325
48,"Up",0.327033655363175,0.551979662015289,"Targets predicted for any sulfate or glucuronide conjugate",0.01,"UBC",30,"fixed_0.01",FALSE,101,15,86,0.992582005212325
11,"Down",0.32947586078585,0.815795425092802,"Targets predicted for all chemical forms",0.01,"MLI_2",30,"fixed_0.01",FALSE,98,15,83,0.992582005212325
5,"Up",0.330946273214819,0.954785685236465,"Carbonic anhydrase family",0.01,"PLI",30,"fixed_0.01",FALSE,98,16,82,0.992582005212325
17,"Up",0.331187797209173,0.551979662015289,"Targets predicted for all sulfate and glucuronide conjugates",0.01,"UBC",30,"fixed_0.01",FALSE,101,15,86,0.992582005212325
117,"Up",0.335523620078362,0.722324201133417,"Targets predicted for any chemical form",0.01,"Bergmann",30,"fixed_0.01",FALSE,108,16,92,0.992582005212325
8,"Up",0.366891538782756,0.783117363000624,"Carbonic anhydrase family",0.01,"MLI_1",30,"fixed_0.01",FALSE,108,16,92,0.992582005212325
9,"Up",0.374809009277114,0.871753088470346,"Carbonic anhydrase family",0.01,"Astrocytes",30,"fixed_0.01",FALSE,107,16,91,0.992582005212325
79,"Down",0.424862142484369,0.815795425092802,"Targets predicted for any chemical form",0.01,"MLI_2",30,"fixed_0.01",FALSE,98,15,83,0.992582005212325
93,"Up",0.42813840602671,0.722324201133417,"Targets predicted for any sulfate or glucuronide conjugate",0.01,"Bergmann",30,"fixed_0.01",FALSE,108,16,92,0.992582005212325
19,"Up",0.431152070943599,0.431152070943599,"Targets predicted for all chemical forms",0.01,"Granule",30,"fixed_0.01",FALSE,109,16,93,0.992582005212325
8,"Up",0.436641741519102,0.743767550968887,"Carbonic anhydrase family",0.01,"Microglia",30,"fixed_0.01",FALSE,105,16,89,0.992582005212325
10,"Down",0.451719748642746,0.867568200271147,"Targets predicted for all chemical forms",0.01,"Golgi",30,"fixed_0.01",FALSE,105,16,89,0.992582005212325
74,"Up",0.470657465044083,0.89305316720924,"Targets predicted for any chemical form",0.01,"Purkinje",30,"fixed_0.01",FALSE,105,16,89,0.992582005212325
20,"Up",0.472901580303211,0.867568200271147,"Targets predicted for all sulfate and glucuronide conjugates",0.01,"Golgi",30,"fixed_0.01",FALSE,105,16,89,0.992582005212325
8,"Up",0.479830031772292,0.599787539715365,"Targets predicted for all chemical forms",0.01,"UBC",30,"fixed_0.01",FALSE,101,15,86,0.992582005212325
63,"Down",0.489477255055681,0.815795425092802,"Targets predicted for any sulfate or glucuronide conjugate",0.01,"MLI_2",30,"fixed_0.01",FALSE,98,15,83,0.992582005212325
27,"Down",0.501009956525084,0.743767550968887,"Targets predicted for all sulfate and glucuronide conjugates",0.01,"Microglia",30,"fixed_0.01",FALSE,105,16,89,0.992582005212325
73,"Down",0.506718411767576,0.783117363000624,"Targets predicted for any sulfate or glucuronide conjugate",0.01,"MLI_1",30,"fixed_0.01",FALSE,108,16,92,0.992582005212325
90,"Up",0.545638856004768,0.871753088470346,"Targets predicted for any chemical form",0.01,"Astrocytes",30,"fixed_0.01",FALSE,107,16,91,0.992582005212325
14,"Down",0.549488995129867,0.935863033485906,"Targets predicted for all chemical forms",0.01,"Oligodendrocytes",30,"fixed_0.01",FALSE,106,16,90,0.992582005212325
34,"Up",0.552197972391492,0.769811955008922,"Targets predicted for any chemical form",0.01,"Pericytes",30,"fixed_0.01",FALSE,91,16,75,0.992582005212325
11,"Down",0.554586688860106,0.93531945679779,"Targets predicted for all chemical forms",0.01,"Endocytes",30,"fixed_0.01",FALSE,99,16,83,0.992582005212325
17,"Down",0.578513922045103,0.954785685236465,"Targets predicted for all sulfate and glucuronide conjugates",0.01,"PLI",30,"fixed_0.01",FALSE,98,16,82,0.992582005212325
13,"Down",0.58579867766897,0.930735130666681,"Targets predicted for all chemical forms",0.01,"OPC",30,"fixed_0.01",FALSE,106,16,90,0.992582005212325
89,"Up",0.595014040775109,0.743767550968887,"Targets predicted for any chemical form",0.01,"Microglia",30,"fixed_0.01",FALSE,105,16,89,0.992582005212325
29,"Up",0.595017672726892,0.783117363000624,"Targets predicted for all sulfate and glucuronide conjugates",0.01,"MLI_1",30,"fixed_0.01",FALSE,108,16,92,0.992582005212325
59,"Up",0.611668376726746,0.89305316720924,"Targets predicted for any sulfate or glucuronide conjugate",0.01,"Purkinje",30,"fixed_0.01",FALSE,105,16,89,0.992582005212325
90,"Down",0.626493890400499,0.783117363000624,"Targets predicted for any chemical form",0.01,"MLI_1",30,"fixed_0.01",FALSE,108,16,92,0.992582005212325
8,"Down",0.635272837765244,0.954785685236465,"Targets predicted for all chemical forms",0.01,"PLI",30,"fixed_0.01",FALSE,98,16,82,0.992582005212325
8,"Up",0.651093255064012,0.930735130666681,"Carbonic anhydrase family",0.01,"OPC",30,"fixed_0.01",FALSE,106,16,90,0.992582005212325
73,"Up",0.651496671983131,0.871753088470346,"Targets predicted for any sulfate or glucuronide conjugate",0.01,"Astrocytes",30,"fixed_0.01",FALSE,107,16,91,0.992582005212325
11,"Up",0.652809658659348,0.722324201133417,"Carbonic anhydrase family",0.01,"Bergmann",30,"fixed_0.01",FALSE,108,16,92,0.992582005212325
28,"Down",0.659658668897565,0.935863033485906,"Targets predicted for all sulfate and glucuronide conjugates",0.01,"Oligodendrocytes",30,"fixed_0.01",FALSE,106,16,90,0.992582005212325
69,"Up",0.699469786404131,0.867568200271147,"Targets predicted for any chemical form",0.01,"Golgi",30,"fixed_0.01",FALSE,105,16,89,0.992582005212325
17,"Down",0.702963338785785,0.722324201133417,"Targets predicted for all chemical forms",0.01,"Bergmann",30,"fixed_0.01",FALSE,108,16,92,0.992582005212325
3,"Up",0.709620942162466,0.769811955008922,"Targets predicted for all chemical forms",0.01,"Pericytes",30,"fixed_0.01",FALSE,91,16,75,0.992582005212325
34,"Down",0.722324201133417,0.722324201133417,"Targets predicted for all sulfate and glucuronide conjugates",0.01,"Bergmann",30,"fixed_0.01",FALSE,108,16,92,0.992582005212325
69,"Down",0.724953503354627,0.930735130666681,"Targets predicted for any sulfate or glucuronide conjugate",0.01,"OPC",30,"fixed_0.01",FALSE,106,16,90,0.992582005212325
55,"Up",0.749403776977302,0.867568200271147,"Targets predicted for any sulfate or glucuronide conjugate",0.01,"Golgi",30,"fixed_0.01",FALSE,105,16,89,0.992582005212325
9,"Up",0.769811955008922,0.769811955008922,"Targets predicted for all sulfate and glucuronide conjugates",0.01,"Pericytes",30,"fixed_0.01",FALSE,91,16,75,0.992582005212325
14,"Down",0.776092046355941,0.871753088470346,"Targets predicted for all chemical forms",0.01,"Astrocytes",30,"fixed_0.01",FALSE,107,16,91,0.992582005212325
82,"Up",0.788834765104499,0.93531945679779,"Targets predicted for any chemical form",0.01,"Endocytes",30,"fixed_0.01",FALSE,99,16,83,0.992582005212325
22,"Up",0.79197990652916,0.93531945679779,"Targets predicted for all sulfate and glucuronide conjugates",0.01,"Endocytes",30,"fixed_0.01",FALSE,99,16,83,0.992582005212325
22,"Down",0.798765718253301,0.89305316720924,"Targets predicted for all sulfate and glucuronide conjugates",0.01,"Purkinje",30,"fixed_0.01",FALSE,105,16,89,0.992582005212325
95,"Up",0.831796087603028,0.935863033485906,"Targets predicted for any chemical form",0.01,"Oligodendrocytes",30,"fixed_0.01",FALSE,106,16,90,0.992582005212325
8,"Down",0.846298201145775,0.89305316720924,"Carbonic anhydrase family",0.01,"Purkinje",30,"fixed_0.01",FALSE,105,16,89,0.992582005212325
7,"Up",0.858321939729713,0.997351076353033,"Carbonic anhydrase family",0.01,"MLI_2",30,"fixed_0.01",FALSE,98,15,83,0.992582005212325
71,"Down",0.863001057677202,0.863001057677202,"Targets predicted for any sulfate or glucuronide conjugate",0.01,"Microglia",30,"fixed_0.01",FALSE,105,16,89,0.992582005212325
7,"Up",0.867568200271147,0.867568200271147,"Carbonic anhydrase family",0.01,"Golgi",30,"fixed_0.01",FALSE,105,16,89,0.992582005212325
26,"Up",0.871753088470346,0.871753088470346,"Targets predicted for all sulfate and glucuronide conjugates",0.01,"Astrocytes",30,"fixed_0.01",FALSE,107,16,91,0.992582005212325
11,"Down",0.89305316720924,0.89305316720924,"Targets predicted for all chemical forms",0.01,"Purkinje",30,"fixed_0.01",FALSE,105,16,89,0.992582005212325
47,"Up",0.907068355169088,0.954785685236465,"Targets predicted for any sulfate or glucuronide conjugate",0.01,"PLI",30,"fixed_0.01",FALSE,98,16,82,0.992582005212325
26,"Down",0.922458318612563,0.930735130666681,"Targets predicted for all sulfate and glucuronide conjugates",0.01,"OPC",30,"fixed_0.01",FALSE,106,16,90,0.992582005212325
88,"Up",0.930735130666681,0.930735130666681,"Targets predicted for any chemical form",0.01,"OPC",30,"fixed_0.01",FALSE,106,16,90,0.992582005212325
66,"Down",0.93531945679779,0.93531945679779,"Targets predicted for any sulfate or glucuronide conjugate",0.01,"Endocytes",30,"fixed_0.01",FALSE,99,16,83,0.992582005212325
78,"Down",0.935863033485906,0.935863033485906,"Targets predicted for any sulfate or glucuronide conjugate",0.01,"Oligodendrocytes",30,"fixed_0.01",FALSE,106,16,90,0.992582005212325
56,"Up",0.954785685236465,0.954785685236465,"Targets predicted for any chemical form",0.01,"PLI",30,"fixed_0.01",FALSE,98,16,82,0.997351076353033
13,"Up",0.989873576083982,0.989873576083982,"Targets predicted for all chemical forms",0.01,"MLI_1",30,"fixed_0.01",FALSE,108,16,92,0.997351076353033
5,"Down",0.994922847374335,0.994922847374335,"Carbonic anhydrase family",0.01,"UBC",30,"fixed_0.01",FALSE,101,15,86,0.997351076353033
25,"Up",0.997351076353033,0.997351076353033,"Targets predicted for all sulfate and glucuronide conjugates",0.01,"MLI_2",30,"fixed_0.01",FALSE,98,15,83,0.997351076353033
