"gene_symbol","logFC","logCPM","F","PValue","BH_FDR_full_transcriptome_within_cell_type_supplementary","predicted_for_any_chemical_form","predicted_for_all_chemical_forms","predicted_for_any_sulfate_or_glucuronide","predicted_for_all_sulfate_and_glucuronide_forms","cell_type","minimum_nuclei","n_donors","n_et_donors","n_control_donors","nominal_p_lt_0_05","BH_FDR_all_target_gene_cell_type_tests_within_threshold_supplementary"
"SYNJ2",0.269921531608351,4.36201358546291,1.03531011829453,0.310927443574983,0.827284138285833,TRUE,FALSE,TRUE,FALSE,"Endocytes",30,99,16,83,FALSE,0.768791063016625
"F3",0.311408665653907,3.23384997133911,1.02172789525453,0.313923046296234,0.70840576023163,TRUE,FALSE,TRUE,FALSE,"Astrocytes",30,107,16,91,FALSE,0.774563811071972
"DYRK1A",-0.0664736389824174,8.07667069143666,1.01365592433378,0.316123873911941,0.85590288161983,TRUE,FALSE,TRUE,TRUE,"MLI_1",30,108,16,92,FALSE,0.776384837503058
"ACHE",-0.187774264270861,3.59897065220672,1.00727902795902,0.317514525250973,0.703698583948925,TRUE,TRUE,TRUE,TRUE,"Oligodendrocytes",30,106,16,90,FALSE,0.776384837503058
"SGMS2",-0.186595797302132,4.29083181010138,1.00642714325034,0.317714346189144,0.820114390465603,TRUE,FALSE,FALSE,FALSE,"Purkinje",30,105,16,89,FALSE,0.776384837503058
"PRKCQ",0.233078280216945,2.11568200857214,1.00597215705624,0.317807915590038,0.591890330968048,TRUE,FALSE,TRUE,FALSE,"Bergmann",30,108,16,92,FALSE,0.776384837503058
"TET1",0.125655371841195,5.8753809382928,1.00545357490139,0.317973312287942,0.832341905694906,TRUE,FALSE,TRUE,TRUE,"PLI",30,98,16,82,FALSE,0.776384837503058
"SRD5A1",-0.0907646314657429,5.1858368981994,0.998623616169567,0.319754405322516,0.705602134626968,TRUE,FALSE,TRUE,FALSE,"Oligodendrocytes",30,106,16,90,FALSE,0.779110526066506
"BCHE",0.18735626837419,3.25791427679951,0.986957790911461,0.322181421003944,0.734179180231311,TRUE,FALSE,FALSE,FALSE,"OPC",30,106,16,90,FALSE,0.783395488416229
"MCL1",-0.121220001455705,4.42923296970449,0.983130809613068,0.323468209214175,0.707569201995238,TRUE,TRUE,TRUE,TRUE,"Oligodendrocytes",30,106,16,90,FALSE,0.783520049598099
"ERCC5",0.0802261134712624,6.09297665869303,0.983145783574974,0.323569713315256,0.684610168937413,TRUE,FALSE,FALSE,FALSE,"Granule",30,109,16,93,FALSE,0.783520049598099
"FABP3",-0.178656327975932,2.69245424118175,0.975363535966441,0.325029846154579,0.708132652900734,TRUE,FALSE,TRUE,TRUE,"Oligodendrocytes",30,106,16,90,FALSE,0.783603104474364
"PKM",-0.134320423710743,6.60465859609302,0.975787642074506,0.325447307141251,0.837409405964842,TRUE,FALSE,TRUE,FALSE,"PLI",30,98,16,82,FALSE,0.783603104474364
"APP",0.109322118427904,8.96208421823081,0.975522073286098,0.325609822422368,0.808177466090984,TRUE,TRUE,TRUE,TRUE,"Golgi",30,105,16,89,FALSE,0.783603104474364
"ADORA1",0.137956998801767,5.24499901702281,0.964204380377202,0.328172546864114,0.861482530628636,TRUE,FALSE,TRUE,FALSE,"MLI_1",30,108,16,92,FALSE,0.787929956963067
"STS",-0.106233455850072,4.94259538020963,0.960117139233865,0.329168776638906,0.739115642855269,TRUE,FALSE,TRUE,FALSE,"OPC",30,106,16,90,FALSE,0.787929956963067
"DYRK1A",-0.0661306055292364,8.12686709529854,0.95879452729934,0.329424640709815,0.812609380113274,TRUE,FALSE,TRUE,TRUE,"Golgi",30,105,16,89,FALSE,0.787929956963067
"BACE1",-0.137711756316335,5.5719808916856,0.955980620802364,0.330402314251042,0.834986495498023,TRUE,FALSE,TRUE,FALSE,"Endocytes",30,99,16,83,FALSE,0.78865888452591
"PRKCG",-0.223176601426197,5.13635926125087,0.953479770555298,0.331091838968256,0.862447909266807,TRUE,FALSE,TRUE,TRUE,"MLI_1",30,108,16,92,FALSE,0.78869844567235
"PTK2",0.0502392767426471,8.83064885577221,0.948144292218193,0.33230227854196,0.604719338231526,TRUE,FALSE,FALSE,FALSE,"Bergmann",30,108,16,92,FALSE,0.789976207811719
"BRAF",-0.0479330060583007,8.47822602580099,0.944352102569808,0.33326475647029,0.692571303173363,TRUE,FALSE,TRUE,FALSE,"Granule",30,109,16,93,FALSE,0.790442566802412
"DUSP3",0.216560354849974,4.3652083453225,0.941283610721923,0.33384732983549,0.826575271525597,TRUE,FALSE,FALSE,FALSE,"Purkinje",30,105,16,89,FALSE,0.790442566802412
"SGMS1",0.0639897835177742,7.35979206124502,0.933537466256121,0.336000368560169,0.725984616412478,TRUE,FALSE,FALSE,FALSE,"Astrocytes",30,107,16,91,FALSE,0.792722227438679
"HIF1A",-0.177214683967356,7.06743096140385,0.925462852966717,0.337683995377857,0.755183209504577,TRUE,FALSE,TRUE,FALSE,"Pericytes",30,91,16,75,FALSE,0.792722227438679
"ERCC5",0.114295797884234,6.18006196528315,0.92604995735828,0.337793359367139,0.817067318811132,TRUE,FALSE,FALSE,FALSE,"Golgi",30,105,16,89,FALSE,0.792722227438679
"LYPLA1",-0.0856907767281608,5.07543533230257,0.924043469475688,0.338440573833662,0.718696439945164,TRUE,FALSE,FALSE,FALSE,"Oligodendrocytes",30,106,16,90,FALSE,0.792722227438679
"STS",0.138261951642712,4.67140700827656,0.922274377297795,0.338804489273647,0.822016071466374,TRUE,FALSE,TRUE,FALSE,"Microglia",30,105,16,89,FALSE,0.792722227438679
"PTK2",-0.0859336526106477,9.14776359536057,0.918041823167872,0.339618767904665,0.758049289932645,TRUE,FALSE,FALSE,FALSE,"Pericytes",30,91,16,75,FALSE,0.792722227438679
"SGMS2",-0.121813968614454,3.9648788379571,0.9177490125296,0.339983306419718,0.720030198971306,TRUE,FALSE,FALSE,FALSE,"Oligodendrocytes",30,106,16,90,FALSE,0.792722227438679
"DAB2IP",-0.101045963303336,8.59668878077065,0.915393293158837,0.34079668268049,0.823664990145949,TRUE,FALSE,FALSE,FALSE,"Microglia",30,105,16,89,FALSE,0.792722227438679
"POLA1",-0.0753384413947889,6.89230790611192,0.914544577092643,0.340897613164756,0.747809489786324,TRUE,FALSE,TRUE,FALSE,"OPC",30,106,16,90,FALSE,0.792722227438679
"APEX1",-0.203842069338954,3.50622789681881,0.905068232914224,0.343089390604027,0.825111684379478,TRUE,FALSE,FALSE,FALSE,"Microglia",30,105,16,89,FALSE,0.792862614937042
"DOT1L",-0.14934125267321,5.45012912955484,0.905065488848271,0.343283973024615,0.819398279917902,TRUE,FALSE,TRUE,FALSE,"Golgi",30,105,16,89,FALSE,0.792862614937042
"PRKCB",-0.152922788741695,7.51652224631603,0.905505369243803,0.343566197774037,0.722009163870221,TRUE,FALSE,TRUE,TRUE,"Oligodendrocytes",30,106,16,90,FALSE,0.792862614937042
"POLA1",0.0892708462065713,6.93813114053624,0.901654714117258,0.344267890417362,0.847742670869631,TRUE,FALSE,TRUE,FALSE,"PLI",30,98,16,82,FALSE,0.792862614937042
"MAPK10",-0.0785944042766452,8.80779143175031,0.899236727035625,0.344950823482575,0.82592591639382,TRUE,FALSE,TRUE,FALSE,"Microglia",30,105,16,89,FALSE,0.792862614937042
"FDPS",0.112493039906679,4.21420286188255,0.899303029846927,0.345017008206392,0.616534245030489,TRUE,FALSE,TRUE,FALSE,"Bergmann",30,108,16,92,FALSE,0.792862614937042
"BACE1",0.0770498452942904,5.35510609222475,0.886659039438208,0.348425075306334,0.619442961751234,TRUE,FALSE,TRUE,FALSE,"Bergmann",30,108,16,92,FALSE,0.797618144910751
"NR3C1",-0.066360014052334,8.23048690626041,0.883476423325091,0.349247211514573,0.736834572009034,TRUE,FALSE,FALSE,FALSE,"Astrocytes",30,107,16,91,FALSE,0.797618144910751
"PTPN1",-0.0783110262299207,5.80656299205833,0.879538401944786,0.350326093791375,0.737915228926616,TRUE,TRUE,TRUE,TRUE,"Astrocytes",30,107,16,91,FALSE,0.797618144910751
"TET2",0.125530584894105,5.52036712864353,0.874797425648388,0.351546408623149,0.836007740259681,TRUE,FALSE,TRUE,TRUE,"Purkinje",30,105,16,89,FALSE,0.797618144910751
"GSK3B",-0.0458139874062773,8.20326068975273,0.874584494844174,0.351631715782498,0.86933403666749,TRUE,FALSE,TRUE,FALSE,"MLI_1",30,108,16,92,FALSE,0.797618144910751
"HSP90AB1",-0.156736720590671,7.3890062169725,0.875634186447293,0.351815745682413,0.852119806699176,TRUE,FALSE,TRUE,FALSE,"PLI",30,98,16,82,FALSE,0.797618144910751
"TET1",0.0823470357672431,5.88659307207739,0.872573484315136,0.352222909609471,0.729464482198463,TRUE,FALSE,TRUE,TRUE,"Oligodendrocytes",30,106,16,90,FALSE,0.797618144910751
"HIF1A",-0.0976126830212388,6.65603814898249,0.871302743601482,0.352530886573182,0.82871478614928,TRUE,FALSE,TRUE,FALSE,"Microglia",30,105,16,89,FALSE,0.797618144910751
"PTPN11",-0.0935262511334143,6.42413074782354,0.860347495319538,0.355512695070652,0.853354991004966,TRUE,FALSE,TRUE,TRUE,"PLI",30,98,16,82,FALSE,0.799453772626732
"FDFT1",-0.150777661235849,5.01246738964838,0.860366039998747,0.355522463941299,0.839846883393268,TRUE,FALSE,TRUE,FALSE,"Purkinje",30,105,16,89,FALSE,0.799453772626732
"FDPS",0.190288895269471,4.84200583854291,0.859186173062051,0.355952354249102,0.851053971682373,TRUE,FALSE,TRUE,FALSE,"Endocytes",30,99,16,83,FALSE,0.799453772626732
"PRKCH",-0.241792904519146,6.9026644596357,0.860209198295691,0.356070707603374,0.851053971682373,TRUE,FALSE,TRUE,TRUE,"Endocytes",30,99,16,83,FALSE,0.799453772626732
"POLA1",-0.0746676386257289,6.8587997499083,0.850009726696933,0.358507149160067,0.745924934799229,TRUE,FALSE,TRUE,FALSE,"Astrocytes",30,107,16,91,FALSE,0.800633373701728
"EPHX2",-0.205918967307829,5.09029099355748,0.84785931496487,0.358833990242878,0.833926566558564,TRUE,FALSE,TRUE,FALSE,"UBC",30,101,15,86,FALSE,0.800633373701728
"PRKCB",-0.142903350512983,7.52314716911874,0.844776047558874,0.360126243317686,0.712951146441706,TRUE,FALSE,TRUE,TRUE,"Granule",30,109,16,93,FALSE,0.800633373701728
"DAB2IP",-0.0897849262535934,8.53488616039622,0.840040589164174,0.361370210432869,0.737859911681517,TRUE,FALSE,FALSE,FALSE,"Oligodendrocytes",30,106,16,90,FALSE,0.800633373701728
"TDP1",-0.108886104197189,5.25665371846897,0.83836027751644,0.3617499093386,0.83383785909938,TRUE,FALSE,TRUE,FALSE,"Microglia",30,105,16,89,FALSE,0.800633373701728
"CTNNB1",0.0790154435576743,7.58784617347786,0.836452533189009,0.362352523035177,0.748627757470939,TRUE,FALSE,TRUE,FALSE,"Astrocytes",30,107,16,91,FALSE,0.800633373701728
"PDE4D",-0.0764715001826196,8.24461858255042,0.83526723828379,0.362649346094393,0.869719535241114,TRUE,FALSE,TRUE,FALSE,"MLI_1",30,108,16,92,FALSE,0.800633373701728
"SGMS2",0.151562318346239,4.01576966488208,0.834619786235621,0.362659615256859,0.83383785909938,TRUE,FALSE,FALSE,FALSE,"Microglia",30,105,16,89,FALSE,0.800633373701728
"SOAT1",-0.119997138106933,3.78866418579139,0.834600121110575,0.362744301566227,0.869719535241114,TRUE,FALSE,TRUE,FALSE,"MLI_1",30,108,16,92,FALSE,0.800633373701728
"MAPK10",0.0918050793444788,8.7897021243041,0.827126887642346,0.365139512013635,0.852055343849226,TRUE,FALSE,TRUE,FALSE,"Endocytes",30,99,16,83,FALSE,0.804201914029196
"ALK",0.183282274281646,4.31886684994304,0.819800128128502,0.367145743394688,0.751773729894317,TRUE,FALSE,FALSE,FALSE,"Astrocytes",30,107,16,91,FALSE,0.804201914029196
"APP",-0.0877386274644853,8.63375547322654,0.814113250642087,0.368772577133726,0.88769092386399,TRUE,TRUE,TRUE,TRUE,"MLI_2",30,98,15,83,FALSE,0.804201914029196
"OPRM1",-0.140661535830692,7.15378551615688,0.813311388150212,0.369224580181803,0.842943946600519,TRUE,FALSE,TRUE,TRUE,"Purkinje",30,105,16,89,FALSE,0.804201914029196
"HTR2B",-0.154078778643552,-0.312991645447164,0.810723969623543,0.369466125098382,0.72153600934538,TRUE,FALSE,TRUE,FALSE,"Granule",30,109,16,93,FALSE,0.804201914029196
"BRAF",-0.0570551685281679,8.49207025492198,0.809990056201171,0.369892461643365,0.836152080869835,TRUE,FALSE,TRUE,FALSE,"Golgi",30,105,16,89,FALSE,0.804201914029196
"CA2",0.187195284275393,4.14623790168377,0.809010745446045,0.370244756712398,0.742506364403624,TRUE,TRUE,TRUE,TRUE,"Oligodendrocytes",30,106,16,90,FALSE,0.804201914029196
"FYN",0.0601845614421083,8.13624469041173,0.807948837022521,0.370583190827579,0.83973989154795,TRUE,FALSE,TRUE,FALSE,"Microglia",30,105,16,89,FALSE,0.804201914029196
"TRPM8",-0.191429289076022,-0.910875815176273,0.802412331449021,0.371751651967305,0.723714191164417,TRUE,FALSE,TRUE,FALSE,"Granule",30,109,16,93,FALSE,0.804201914029196
"NR3C1",-0.0727805830676032,8.25340702250349,0.803389046784526,0.371933666495263,0.766619906421685,TRUE,FALSE,FALSE,FALSE,"OPC",30,106,16,90,FALSE,0.804201914029196
"DAB2IP",-0.0824406381692868,8.51604185435697,0.800217799238792,0.372913960763015,0.767176666200002,TRUE,FALSE,FALSE,FALSE,"OPC",30,106,16,90,FALSE,0.804201914029196
"JUN",-0.22181690709422,4.52667022204618,0.799024255469237,0.373178743731919,0.846164942532631,TRUE,FALSE,TRUE,TRUE,"Purkinje",30,105,16,89,FALSE,0.804201914029196
"SOAT1",-0.119895855273415,3.7388871787045,0.796096414536381,0.37400860347838,0.745903737965253,TRUE,FALSE,TRUE,FALSE,"Oligodendrocytes",30,106,16,90,FALSE,0.804201914029196
"MGLL",0.0725375817556775,7.41756942519156,0.79607527194898,0.374157655147156,0.757167424094861,TRUE,FALSE,TRUE,FALSE,"Astrocytes",30,107,16,91,FALSE,0.804201914029196
"TOP2B",-0.109889996649288,7.51169284790227,0.793919042303148,0.37465379271326,0.83692111090426,TRUE,FALSE,TRUE,FALSE,"UBC",30,101,15,86,FALSE,0.804201914029196
"CD22",0.165868106373827,4.788140931131,0.78883554262897,0.376410606598548,0.747335533307756,TRUE,FALSE,TRUE,FALSE,"Oligodendrocytes",30,106,16,90,FALSE,0.806495851797985
"SYNJ2",-0.148727260727764,6.43929513381439,0.776716208195067,0.380218309972997,0.74965179554285,TRUE,FALSE,TRUE,FALSE,"Oligodendrocytes",30,106,16,90,FALSE,0.811625037675053
"SIGMAR1",0.204955159081823,2.18593897229655,0.772809376095881,0.381099213190935,0.645786400680727,TRUE,FALSE,TRUE,FALSE,"Bergmann",30,108,16,92,FALSE,0.811625037675053
"DYRK1A",-0.047345583942716,8.07999104728638,0.770514592430697,0.381945758196448,0.730310529090703,TRUE,FALSE,TRUE,TRUE,"Granule",30,109,16,93,FALSE,0.811625037675053
"ESR2",0.0567720853497689,4.78999670014689,0.768538275875532,0.38253648605933,0.73051433299327,TRUE,TRUE,TRUE,TRUE,"Granule",30,109,16,93,FALSE,0.811625037675053
"PTPN2",0.0788173784434932,6.67742206873358,0.761783628532709,0.384571069535174,0.845530461907898,TRUE,FALSE,TRUE,FALSE,"Microglia",30,105,16,89,FALSE,0.811625037675053
"DOT1L",0.126955790014991,5.40476542490285,0.761703680095021,0.384654117297626,0.873561989253727,TRUE,FALSE,TRUE,FALSE,"MLI_1",30,108,16,92,FALSE,0.811625037675053
"KDM6B",0.141141569046831,5.35010884238789,0.761233388225512,0.384887229379476,0.752369586280005,TRUE,FALSE,TRUE,FALSE,"Oligodendrocytes",30,106,16,90,FALSE,0.811625037675053
"CA4",0.189860609901568,6.07120573301501,0.761418006470668,0.384934794509459,0.84228298259052,TRUE,FALSE,TRUE,FALSE,"Golgi",30,105,16,89,FALSE,0.811625037675053
"MCL1",-0.211789162806844,4.51833960630156,0.757781036634054,0.38574028490153,0.893277664966419,TRUE,TRUE,TRUE,TRUE,"MLI_2",30,98,15,83,FALSE,0.811625037675053
"SNCA",-0.082404360736142,7.73938203991464,0.756163998102057,0.386367047903993,0.76411822652783,TRUE,TRUE,TRUE,TRUE,"Astrocytes",30,107,16,91,FALSE,0.811625037675053
"PTPN2",0.14518458511274,7.17270855698638,0.754901125058806,0.386980527190456,0.85240933444452,TRUE,FALSE,TRUE,FALSE,"Purkinje",30,105,16,89,FALSE,0.811625037675053
"ENPP1",0.114003407254807,2.39054470019727,0.753792807906041,0.387114672406446,0.734058998072323,TRUE,FALSE,TRUE,FALSE,"Granule",30,109,16,93,FALSE,0.811625037675053
"TET3",-0.0931912894524559,6.88239137500825,0.750478602209118,0.388259746974917,0.865545559498992,TRUE,FALSE,TRUE,FALSE,"Endocytes",30,99,16,83,FALSE,0.812572184740362
"DAB2IP",-0.0905571608059157,8.50896450334054,0.747895915141914,0.389013776566261,0.76542383446846,TRUE,FALSE,FALSE,FALSE,"Astrocytes",30,107,16,91,FALSE,0.812699012719532
"ADCY10",0.174030885711652,4.11668786028062,0.742674592706214,0.390699361932803,0.737296333378479,TRUE,FALSE,FALSE,FALSE,"Granule",30,109,16,93,FALSE,0.812711184386503
"CA3",-0.107141694286348,4.70303270794111,0.741614858377395,0.390944451729546,0.766208393842814,TRUE,FALSE,TRUE,FALSE,"Astrocytes",30,107,16,91,FALSE,0.812711184386503
"SIRT1",-0.06574033925598,5.35064425876849,0.737393794206766,0.392344508486177,0.655189044718292,TRUE,FALSE,FALSE,FALSE,"Bergmann",30,108,16,92,FALSE,0.812711184386503
"PRKCA",0.103090912738885,6.1845348437919,0.736283956493521,0.392647999403303,0.874946446387363,TRUE,FALSE,TRUE,TRUE,"MLI_1",30,108,16,92,FALSE,0.812711184386503
"PKM",0.102923484247485,6.28415015944394,0.735123965998584,0.392907807699166,0.845043147801318,TRUE,FALSE,TRUE,FALSE,"Golgi",30,105,16,89,FALSE,0.812711184386503
"KYNU",0.191583519651227,3.49291002769534,0.729407064061842,0.394448574916102,0.847658742246038,TRUE,FALSE,FALSE,FALSE,"Microglia",30,105,16,89,FALSE,0.812711184386503
"NR1H2",-0.147071114680012,4.47840929735841,0.729488254119937,0.394738882923716,0.847658742246038,TRUE,FALSE,TRUE,FALSE,"Microglia",30,105,16,89,FALSE,0.812711184386503
"PTPN1",-0.0998374219370959,5.8527529043277,0.727333170810822,0.395485070823138,0.858571252601723,TRUE,TRUE,TRUE,TRUE,"Purkinje",30,105,16,89,FALSE,0.812711184386503
"KDM1A",-0.0837577884105475,6.21202401399403,0.726043269848056,0.395922343575744,0.848555448370353,TRUE,FALSE,TRUE,FALSE,"Microglia",30,105,16,89,FALSE,0.812711184386503
"PRKCD",-0.162275141326275,3.3861856723316,0.723170041201895,0.396441384987734,0.848699760650879,TRUE,FALSE,TRUE,TRUE,"Microglia",30,105,16,89,FALSE,0.812711184386503
"KDM6B",0.193777062083155,5.69646904117105,0.724601985379395,0.396647438113549,0.867095103857033,TRUE,FALSE,TRUE,FALSE,"Endocytes",30,99,16,83,FALSE,0.812711184386503
"POLA1",-0.0461909224510734,6.76746614971837,0.721726947005228,0.397399257735489,0.74289854376006,TRUE,FALSE,TRUE,FALSE,"Granule",30,109,16,93,FALSE,0.812830593483409
"PDE4B",-0.153710096514574,8.13401040395316,0.7198694607751,0.398308971809597,0.867989210763413,TRUE,FALSE,TRUE,FALSE,"Endocytes",30,99,16,83,FALSE,0.812884061081817
"ESR2",-0.179785589910539,5.22706181534635,0.714664547514025,0.399461115063753,0.843257027004957,TRUE,TRUE,TRUE,TRUE,"UBC",30,101,15,86,FALSE,0.812884061081817
"CTNNB1",0.0716685410579194,7.57162564087287,0.715170234682242,0.399506159712565,0.760527690174653,TRUE,FALSE,TRUE,FALSE,"Oligodendrocytes",30,106,16,90,FALSE,0.812884061081817
"HSP90AB1",-0.169696385676996,7.20018876144752,0.712509664204618,0.400549911503957,0.661745382533148,TRUE,FALSE,TRUE,FALSE,"Bergmann",30,108,16,92,FALSE,0.813542655842512
"MAP2K1",0.0570836160778147,5.61093944612718,0.707067672582515,0.402215045507985,0.745813595560923,TRUE,TRUE,TRUE,TRUE,"Granule",30,109,16,93,FALSE,0.813542655842512
"PRKCG",-0.141700464738199,1.53053747971509,0.706524973337652,0.402326722506609,0.745866135782386,TRUE,FALSE,TRUE,TRUE,"Granule",30,109,16,93,FALSE,0.813542655842512
"IGF1R",0.0582749248221276,8.736625954987,0.705803553788519,0.402606433778718,0.773743314031061,TRUE,FALSE,TRUE,FALSE,"Astrocytes",30,107,16,91,FALSE,0.813542655842512
"PRKCB",-0.0899767760447857,7.95793961671509,0.698003869791453,0.405266005788738,0.852353918547608,TRUE,FALSE,TRUE,TRUE,"Golgi",30,105,16,89,FALSE,0.817507330093634
"KDM6B",0.145124206091894,5.37692090584487,0.695262822368205,0.406218255994916,0.777241168449001,TRUE,FALSE,TRUE,FALSE,"Astrocytes",30,107,16,91,FALSE,0.817827692401003
"APP",-0.0776570254429078,8.67455905721087,0.692019338115608,0.407214258193277,0.877527067662156,TRUE,TRUE,TRUE,TRUE,"MLI_1",30,108,16,92,FALSE,0.817827692401003
"DYRK1A",-0.0539735445848492,8.06237889291014,0.690554066523137,0.407720647376992,0.778032204719709,TRUE,FALSE,TRUE,TRUE,"Astrocytes",30,107,16,91,FALSE,0.817827692401003
"PTK2",0.0435968561806,8.78640343354923,0.689091192516617,0.408216041002207,0.778431314877039,TRUE,FALSE,FALSE,FALSE,"Astrocytes",30,107,16,91,FALSE,0.817827692401003
"PPARD",-0.118095936521871,5.95862208277168,0.683777243578085,0.410048341373088,0.853524074028734,TRUE,FALSE,TRUE,FALSE,"Microglia",30,105,16,89,FALSE,0.820096682746177
"PKM",-0.114916864937101,6.31274104125656,0.676044403008468,0.412768483340532,0.878140475115282,TRUE,FALSE,TRUE,FALSE,"MLI_1",30,108,16,92,FALSE,0.823091803058638
"SIRT1",-0.115853216127306,5.50891023222215,0.672366077841383,0.413815582518085,0.855628765045678,TRUE,FALSE,FALSE,FALSE,"Golgi",30,105,16,89,FALSE,0.823091803058638
"FDFT1",0.159893859477189,5.29137761338847,0.670789670873871,0.414276938426938,0.846828984718909,TRUE,FALSE,TRUE,FALSE,"UBC",30,101,15,86,FALSE,0.823091803058638
"DOT1L",0.176252624358785,5.53983186478071,0.670889979956012,0.41456147044872,0.903678062012761,TRUE,FALSE,TRUE,FALSE,"MLI_2",30,98,15,83,FALSE,0.823091803058638
"GSK3B",-0.082750205621623,8.54115374211145,0.665682713879005,0.415930229991083,0.808495721837601,TRUE,FALSE,TRUE,FALSE,"Pericytes",30,91,16,75,FALSE,0.823091803058638
"IGF1R",0.0536447651247284,8.7697621600681,0.665506617976538,0.416363932599476,0.674468412848013,TRUE,FALSE,TRUE,FALSE,"Bergmann",30,108,16,92,FALSE,0.823091803058638
"CD22",-0.158062888610055,0.65070235514401,0.664763092722857,0.416461978851341,0.755471018776344,TRUE,FALSE,TRUE,FALSE,"Granule",30,109,16,93,FALSE,0.823091803058638
"SLCO2B1",-0.139755063906966,5.89701893233208,0.65852871019542,0.418942003873054,0.856095578282159,TRUE,FALSE,TRUE,FALSE,"Microglia",30,105,16,89,FALSE,0.826567839461428
"CA13",0.192324290314522,4.22423086342769,0.655773927694838,0.419631283685623,0.876188327190115,TRUE,FALSE,TRUE,FALSE,"Endocytes",30,99,16,83,FALSE,0.826567839461428
"ESRRA",-0.133022904287781,3.4154546735774,0.650642194666035,0.421338652625054,0.787360185126023,TRUE,FALSE,TRUE,FALSE,"Astrocytes",30,107,16,91,FALSE,0.827580542795753
"SIRT1",-0.128398668528648,5.50871381399892,0.650559576878607,0.421557665570874,0.905698714672983,TRUE,FALSE,FALSE,FALSE,"MLI_2",30,98,15,83,FALSE,0.827580542795753
"MMP2",0.199714002990038,-0.86111194479058,0.644663164905836,0.423289227377377,0.760916955498562,TRUE,FALSE,TRUE,FALSE,"Granule",30,109,16,93,FALSE,0.82959025833827
"SRD5A1",0.0965344687127124,5.45741243171983,0.639980671118892,0.425200703105936,0.880070709536102,TRUE,FALSE,TRUE,FALSE,"PLI",30,98,16,82,FALSE,0.831006950844685
"PRKCB",-0.102550161521239,7.58267525072838,0.640167803564354,0.42543017961332,0.881571923863415,TRUE,FALSE,TRUE,TRUE,"MLI_1",30,108,16,92,FALSE,0.831006950844685
"SRD5A1",0.0999842643900329,5.24098208006065,0.634115711273479,0.427460021210319,0.860283303601829,TRUE,FALSE,TRUE,FALSE,"Microglia",30,105,16,89,FALSE,0.832163595146591
"PDE4D",0.128373444158336,8.85216195852287,0.634492912044246,0.427689102678983,0.851210281978952,TRUE,FALSE,TRUE,FALSE,"UBC",30,101,15,86,FALSE,0.832163595146591
"IGF1R",0.0847710651412949,9.04517196810751,0.629884207263978,0.428722755726551,0.817707823674188,TRUE,FALSE,TRUE,FALSE,"Pericytes",30,91,16,75,FALSE,0.832163595146591
"PKM",-0.0940699002928892,6.15827302541822,0.630570684105384,0.428862467123329,0.764475765384053,TRUE,FALSE,TRUE,FALSE,"Granule",30,109,16,93,FALSE,0.832163595146591
"SRD5A1",0.140084025184391,5.18833519381561,0.620813689000537,0.432461649416315,0.879926612258988,TRUE,FALSE,TRUE,FALSE,"Endocytes",30,99,16,83,FALSE,0.836642913101001
"HTR2C",0.14532841197923,3.34326670619761,0.618883571911789,0.432810833252251,0.803333792559179,TRUE,FALSE,FALSE,FALSE,"OPC",30,106,16,90,FALSE,0.836642913101001
"BRAF",-0.0752596553126016,8.88316948953019,0.617091629819397,0.433439988043826,0.821972913788892,TRUE,FALSE,TRUE,FALSE,"Pericytes",30,91,16,75,FALSE,0.836642913101001
"PDE4B",-0.150121394585239,8.13557965387905,0.617386142905817,0.434026357649666,0.90725633323184,TRUE,FALSE,TRUE,FALSE,"MLI_2",30,98,15,83,FALSE,0.836642913101001
"ERCC5",0.0855849648259014,6.1321102322076,0.611257893879014,0.435904508260214,0.864187372931917,TRUE,FALSE,FALSE,FALSE,"Microglia",30,105,16,89,FALSE,0.83854855806695
"TRPV1",0.124168932867366,5.18460687989078,0.609381993263,0.436487472829161,0.861867898358651,TRUE,FALSE,TRUE,FALSE,"Golgi",30,105,16,89,FALSE,0.83854855806695
"TDP1",-0.087722307806563,5.15210608416722,0.607340736985785,0.437365065857677,0.80408324252937,TRUE,FALSE,TRUE,FALSE,"OPC",30,106,16,90,FALSE,0.83854855806695
"PTPN2",-0.054802732309943,6.44854033156402,0.606192210097761,0.437876892096394,0.692779649005483,TRUE,FALSE,TRUE,FALSE,"Bergmann",30,108,16,92,FALSE,0.83854855806695
"TET3",-0.0874281248741679,6.85288977099546,0.599944060712988,0.440174410047958,0.909515932519295,TRUE,FALSE,TRUE,FALSE,"MLI_2",30,98,15,83,FALSE,0.840941480806552
"PTPN11",-0.0665329995440709,6.24572703730648,0.598924348969043,0.440565401773077,0.886919270358887,TRUE,FALSE,TRUE,TRUE,"MLI_1",30,108,16,92,FALSE,0.840941480806552
"ESR2",-0.136632549425161,5.04446832225385,0.59306382093181,0.442902094278333,0.885804188556667,TRUE,TRUE,TRUE,TRUE,"Endocytes",30,99,16,83,FALSE,0.840941480806552
"DOT1L",0.139059047370759,5.57311181465318,0.592997079538946,0.442957422366203,0.86851679512261,TRUE,FALSE,TRUE,FALSE,"Microglia",30,105,16,89,FALSE,0.840941480806552
"PPARG",0.132550268993052,5.05478671020009,0.592752764989407,0.443035168864366,0.786645407788614,TRUE,TRUE,TRUE,TRUE,"Oligodendrocytes",30,106,16,90,FALSE,0.840941480806552
