"gene_symbol","logFC","logCPM","F","PValue","BH_FDR_full_transcriptome_within_cell_type_supplementary","predicted_for_any_chemical_form","predicted_for_all_chemical_forms","predicted_for_any_sulfate_or_glucuronide","predicted_for_all_sulfate_and_glucuronide_forms","cell_type","minimum_nuclei","n_donors","n_et_donors","n_control_donors","nominal_p_lt_0_05","BH_FDR_all_target_gene_cell_type_tests_within_threshold_supplementary"
"TRPV1",0.0278608471603108,5.04155257318903,0.0563335053381287,0.812804267721967,0.97387118647415,TRUE,FALSE,TRUE,FALSE,"MLI_1",10,108,16,92,FALSE,0.970273387888192
"BRAF",-0.0166853271258209,8.5042179849125,0.0559994556879126,0.813324332712003,0.982948838213753,TRUE,FALSE,TRUE,FALSE,"MLI_2",10,106,16,90,FALSE,0.970273387888192
"FDPS",0.058193556428829,4.39408609820974,0.0554152140526402,0.814242430156397,0.982948838213753,TRUE,FALSE,TRUE,FALSE,"MLI_2",10,106,16,90,FALSE,0.970273387888192
"SRD5A1",-0.0468217031831404,5.36440587801267,0.0549670130210861,0.814980476212992,0.958217788377098,TRUE,FALSE,TRUE,FALSE,"UBC",10,107,16,91,FALSE,0.970273387888192
"TDP1",0.0410362731180922,5.32374837796362,0.0547984737394127,0.815291776837728,0.983192407445368,TRUE,FALSE,TRUE,FALSE,"MLI_2",10,106,16,90,FALSE,0.970273387888192
"TET3",-0.0253920889185249,6.97733673414291,0.0546658793899845,0.815495643336559,0.958217788377098,TRUE,FALSE,TRUE,FALSE,"UBC",10,107,16,91,FALSE,0.970273387888192
"ADORA1",0.046664294853721,5.43859308192673,0.0538087690974878,0.81693982258789,0.983925891091237,TRUE,FALSE,TRUE,FALSE,"MLI_2",10,106,16,90,FALSE,0.97100084927368
"FDFT1",-0.032693379002027,5.18057245797778,0.0518265153587037,0.820211431879228,0.986764325863569,TRUE,FALSE,TRUE,FALSE,"PLI",10,107,16,91,FALSE,0.973566107102049
"PPARD",-0.0184401700454319,5.47098417285938,0.050886179848089,0.82193993348288,0.944922802838951,TRUE,FALSE,TRUE,FALSE,"Granule",10,109,16,93,FALSE,0.973566107102049
"FDPS",-0.0459473220738408,4.31470514876893,0.0504669004212301,0.822601408081916,0.973935515062121,TRUE,FALSE,TRUE,FALSE,"Purkinje",10,108,16,92,FALSE,0.973566107102049
"TET2",0.0251222839156449,5.38119078204875,0.0503861204390462,0.822787449333155,0.976576758614529,TRUE,FALSE,TRUE,TRUE,"MLI_1",10,108,16,92,FALSE,0.973566107102049
"TET1",0.0354874994231972,6.08548244529465,0.0500754687459725,0.823272883021115,0.960290364566164,TRUE,FALSE,TRUE,TRUE,"UBC",10,107,16,91,FALSE,0.973566107102049
"PTGFR",0.0475427066899623,-0.323191344129383,0.049527073081915,0.824216914928319,0.945531737283252,TRUE,FALSE,FALSE,FALSE,"Granule",10,109,16,93,FALSE,0.973694957250679
"HIF1A",0.0238526445789238,6.56483119681363,0.0483772428795174,0.826273510117183,0.973033224491895,TRUE,FALSE,TRUE,FALSE,"Golgi",10,106,16,90,FALSE,0.974354143122855
"PGR",0.053968854660899,-0.843299293931208,0.0482465268130678,0.826446181430964,0.946211127285411,TRUE,FALSE,TRUE,FALSE,"Granule",10,109,16,93,FALSE,0.974354143122855
"IGF1R",-0.0177463249503581,8.75037433365438,0.0473391547498875,0.828129908154042,0.970162635158214,TRUE,FALSE,TRUE,FALSE,"Microglia",10,108,16,92,FALSE,0.975353002936982
"PDE4D",-0.0245719769033969,8.20677466261767,0.0461408448258998,0.830297798497781,0.985377036834823,TRUE,FALSE,TRUE,FALSE,"MLI_2",10,106,16,90,FALSE,0.975789460437141
"KAT2B",0.0183005433352782,7.03388063060142,0.0456230823633369,0.831213743401049,0.973738851499429,TRUE,FALSE,FALSE,FALSE,"Golgi",10,106,16,90,FALSE,0.975789460437141
"FDFT1",-0.0302639301827286,4.86657483242757,0.0451844617405923,0.832035566630612,0.977804682474474,TRUE,FALSE,TRUE,FALSE,"MLI_1",10,108,16,92,FALSE,0.975789460437141
"CA2",0.0570619391574986,4.23252951944008,0.0451258685863102,0.832069712884596,0.986787455127163,TRUE,TRUE,TRUE,TRUE,"Endocytes",10,107,16,91,FALSE,0.975789460437141
"BACE1",0.0255874667269783,5.71996809439167,0.044817288929544,0.832684831162054,0.973931428741385,TRUE,FALSE,TRUE,FALSE,"Golgi",10,106,16,90,FALSE,0.975789460437141
"PRKCE",-0.0120190612297146,9.30073973730942,0.0431505643661047,0.835806185672116,0.97858037693774,TRUE,FALSE,TRUE,TRUE,"MLI_1",10,108,16,92,FALSE,0.977248963073326
"TOP2B",-0.0211205786261083,7.41321096770953,0.0429200304319606,0.836224539021577,0.977258884149276,TRUE,FALSE,TRUE,FALSE,"Purkinje",10,108,16,92,FALSE,0.977248963073326
"HDAC6",0.0326702843243233,5.83704662168399,0.0428102816422301,0.836444652784888,0.987605888716574,TRUE,FALSE,FALSE,FALSE,"Endocytes",10,107,16,91,FALSE,0.977248963073326
"NR1H2",-0.0271470510887369,4.41060033962673,0.0422755111933661,0.837430837202075,0.961727867619426,TRUE,FALSE,TRUE,FALSE,"OPC",10,108,16,92,FALSE,0.977421777955575
"PTPN2",0.0198372667312814,6.65612813991094,0.040870161885172,0.840120452108492,0.973982171360452,TRUE,FALSE,TRUE,FALSE,"Golgi",10,106,16,90,FALSE,0.978059814123073
"EGFR",0.0503882851691338,6.20311445552302,0.0401821617446549,0.84151555938283,0.989060130841413,TRUE,FALSE,FALSE,FALSE,"Endocytes",10,107,16,91,FALSE,0.978059814123073
"IGF1R",0.0149110687332676,8.66857239820807,0.0401222536329061,0.841592412886773,0.979775781279592,TRUE,FALSE,TRUE,FALSE,"MLI_1",10,108,16,92,FALSE,0.978059814123073
"IGF1R",-0.0144490965753273,8.76923503582224,0.0399587429051544,0.841888701515621,0.974506531527373,TRUE,FALSE,TRUE,FALSE,"Golgi",10,106,16,90,FALSE,0.978059814123073
"JUN",0.053800246220813,4.47654296776288,0.0390098004749221,0.843808548221066,0.980356903806422,TRUE,FALSE,TRUE,TRUE,"MLI_1",10,108,16,92,FALSE,0.978059814123073
"OPRM1",0.0302781427585046,7.16788063054693,0.0388722571814473,0.844081530666198,0.97386384163654,TRUE,FALSE,TRUE,TRUE,"Microglia",10,108,16,92,FALSE,0.978059814123073
"PTK2",-0.0107723551453258,8.73467966816908,0.0387738873215453,0.844241809513913,0.980356903806422,TRUE,FALSE,FALSE,FALSE,"MLI_1",10,108,16,92,FALSE,0.978059814123073
"SRC",-0.0328098639700002,3.52435703508862,0.0385266973684727,0.844688021288109,0.965146746151303,TRUE,FALSE,TRUE,FALSE,"OPC",10,108,16,92,FALSE,0.978059814123073
"KDM1A",-0.0244354337164183,6.25802194773591,0.0356523105098461,0.850543378228358,0.986422484312084,TRUE,FALSE,TRUE,FALSE,"MLI_2",10,106,16,90,FALSE,0.983862677593517
"SIRT1",-0.018259563365107,5.39329265416693,0.0352031857598526,0.851498154233784,0.980838879981982,TRUE,FALSE,FALSE,FALSE,"MLI_1",10,108,16,92,FALSE,0.98399092947135
"DOT1L",-0.0275637838826836,5.5792645972941,0.034644017237776,0.852594269176274,0.992226022270218,TRUE,FALSE,TRUE,FALSE,"PLI",10,107,16,91,FALSE,0.98428209689063
"ACHE",0.0373837685831413,3.50716155774501,0.0338779799599146,0.854296961254372,0.940815694271235,TRUE,TRUE,TRUE,TRUE,"Bergmann",10,108,16,92,FALSE,0.984613296198113
"ADORA1",0.0233961222184801,5.26350428325627,0.0337519128051612,0.854570030662513,0.940815694271235,TRUE,FALSE,TRUE,FALSE,"Bergmann",10,108,16,92,FALSE,0.984613296198113
"POLA1",-0.0203064244439686,7.07700799101908,0.0330424207898323,0.856036925077016,0.970927531594733,TRUE,FALSE,TRUE,FALSE,"UBC",10,107,16,91,FALSE,0.985329767660218
"PTPN11",0.0205084892607062,6.43128191442821,0.0320838530940294,0.858143386788009,0.982144823661498,TRUE,FALSE,TRUE,TRUE,"Purkinje",10,108,16,92,FALSE,0.986297508613985
"CTNNB1",-0.0156714884596395,7.52485432791619,0.0318861708038796,0.858569443604798,0.978836715625828,TRUE,FALSE,TRUE,FALSE,"Golgi",10,106,16,90,FALSE,0.986297508613985
"MAPK10",-0.0164231477313089,9.26676037820537,0.0310298329615354,0.860407113418634,0.965315058042004,TRUE,FALSE,TRUE,FALSE,"Pericytes",10,102,16,86,FALSE,0.987435722683196
"PTK2",0.0127190809044342,8.81839175975219,0.0286073201085954,0.865985745332171,0.990779790357224,TRUE,FALSE,FALSE,FALSE,"Endocytes",10,107,16,91,FALSE,0.991398139881612
"SLC16A1",-0.019057888056571,3.7750854475877,0.0281932820244435,0.866953511287831,0.960579461968035,TRUE,FALSE,FALSE,FALSE,"Granule",10,109,16,93,FALSE,0.991398139881612
"FDFT1",0.0246629282049947,5.19688701144238,0.0273989332934526,0.868820762990752,0.96288929297656,TRUE,FALSE,TRUE,FALSE,"Astrocytes",10,108,16,92,FALSE,0.991398139881612
"SYNJ2",0.0344598573449905,3.49738633200562,0.0270291072675235,0.869662941795165,0.963293228305383,TRUE,FALSE,TRUE,FALSE,"Astrocytes",10,108,16,92,FALSE,0.991398139881612
"CA13",-0.0258001018162461,4.17430166221037,0.026982155246534,0.869778864124626,0.978095255115623,TRUE,FALSE,TRUE,FALSE,"Microglia",10,108,16,92,FALSE,0.991398139881612
"SRD5A1",-0.023379820446773,5.41706425713844,0.0269839306460597,0.869791596669,0.982297740051056,TRUE,FALSE,TRUE,FALSE,"Purkinje",10,108,16,92,FALSE,0.991398139881612
"MAP2K1",-0.0221227482294805,5.68328157920075,0.0266297616436864,0.870642526393014,0.982528898883496,TRUE,TRUE,TRUE,TRUE,"Purkinje",10,108,16,92,FALSE,0.991398139881612
"ESRRA",-0.0346044181168281,3.3435879374273,0.0262709100019082,0.871459923804957,0.978407453759023,TRUE,FALSE,TRUE,FALSE,"Microglia",10,108,16,92,FALSE,0.991398139881612
"GSK3B",-0.0097196424409512,8.18184678963568,0.0262704363391722,0.871512086945671,0.98258042431114,TRUE,FALSE,TRUE,FALSE,"Purkinje",10,108,16,92,FALSE,0.991398139881612
"ESR2",0.0210887065018098,4.87144486475198,0.0239750360772203,0.877197256208545,0.978480109947202,TRUE,TRUE,TRUE,TRUE,"Microglia",10,108,16,92,FALSE,0.992695905071706
"ESR2",0.0179955485866863,4.85717434638366,0.0237219099283478,0.877861419718119,0.965757005269748,TRUE,TRUE,TRUE,TRUE,"Astrocytes",10,108,16,92,FALSE,0.992695905071706
"AKR1B1",0.0229219565756474,3.58309904504113,0.023093376731226,0.879451583285108,0.97048938352192,TRUE,FALSE,TRUE,TRUE,"Oligodendrocytes",10,108,16,92,FALSE,0.992695905071706
"PKM",0.0183852163243234,6.27411749924813,0.0230083039641285,0.879689317029094,0.978480109947202,TRUE,FALSE,TRUE,FALSE,"Microglia",10,108,16,92,FALSE,0.992695905071706
"SRC",0.0274379943123585,3.19611225155068,0.0226202961972073,0.880676448056802,0.97091735881536,TRUE,FALSE,TRUE,FALSE,"Oligodendrocytes",10,108,16,92,FALSE,0.992695905071706
"PTK2",0.0107139945651219,8.94166659421521,0.0225786882957219,0.880808079692399,0.984347300060036,TRUE,FALSE,FALSE,FALSE,"Purkinje",10,108,16,92,FALSE,0.992695905071706
"CA3",-0.0152545796140247,4.69964838181665,0.0221195651301564,0.882038890551896,0.952329702117334,TRUE,FALSE,TRUE,FALSE,"Bergmann",10,108,16,92,FALSE,0.992695905071706
"EDNRA",0.0297684147964276,-0.636704803484878,0.0219807544314808,0.882348526762889,0.964734869400746,TRUE,FALSE,TRUE,FALSE,"Granule",10,109,16,93,FALSE,0.992695905071706
"PPARD",-0.0151961707278391,5.50856948074269,0.0218565127290048,0.882727873959616,0.966877109092649,TRUE,FALSE,TRUE,FALSE,"Astrocytes",10,108,16,92,FALSE,0.992695905071706
"KIF11",-0.0288494089769222,2.29855954851874,0.0217858021469389,0.882904533500058,0.952334277622625,TRUE,FALSE,TRUE,FALSE,"Bergmann",10,108,16,92,FALSE,0.992695905071706
"DUSP3",-0.0316838959575071,4.2422009891653,0.021763099485717,0.882934011569338,0.981887158905837,TRUE,FALSE,FALSE,FALSE,"Golgi",10,106,16,90,FALSE,0.992695905071706
"CA9",0.0278810697395883,3.23933301729816,0.0216077640091739,0.883360294893859,0.971045502816319,TRUE,TRUE,TRUE,TRUE,"Oligodendrocytes",10,108,16,92,FALSE,0.992695905071706
"BCHE",0.0331276036156341,-0.0464700850002845,0.0214337276260571,0.883827165538709,0.965290312701956,TRUE,FALSE,FALSE,FALSE,"Granule",10,109,16,93,FALSE,0.992695905071706
"HDAC6",-0.0185392617826674,5.94004548500383,0.0208159811772888,0.885483863243046,0.993007249272235,TRUE,FALSE,FALSE,FALSE,"PLI",10,107,16,91,FALSE,0.992695905071706
"LYPLA1",0.0170983040770411,5.30286549598262,0.0204797310664534,0.886439046850455,0.979844954617497,TRUE,FALSE,FALSE,FALSE,"Microglia",10,108,16,92,FALSE,0.992695905071706
"CNR1",-0.02279220267119,5.78253012891432,0.0204184026838064,0.886612104670063,0.981887158905837,TRUE,TRUE,TRUE,TRUE,"Golgi",10,106,16,90,FALSE,0.992695905071706
"ALOX5",-0.0227588333186064,5.82205820945484,0.0202435013715098,0.887126186179003,0.953807103947569,TRUE,TRUE,TRUE,TRUE,"Bergmann",10,108,16,92,FALSE,0.992695905071706
"SOAT1",0.0224679410127999,4.29816872682525,0.0195642624368299,0.888974114808415,0.979997635190025,TRUE,FALSE,TRUE,FALSE,"Microglia",10,108,16,92,FALSE,0.993809988366838
"SGMS2",0.0189128899301704,3.90572525913952,0.0190847967841885,0.890353157874926,0.986063411091566,TRUE,FALSE,FALSE,FALSE,"MLI_1",10,108,16,92,FALSE,0.994385390930529
"FDPS",0.0143975305739106,4.17315512034545,0.01865646791542,0.891598351477748,0.968414825959333,TRUE,FALSE,TRUE,FALSE,"Granule",10,109,16,93,FALSE,0.994385390930529
"PRKCG",-0.0413633833793389,4.64210656331123,0.0183726560117538,0.892422368021609,0.990241501849987,TRUE,FALSE,TRUE,TRUE,"MLI_2",10,106,16,90,FALSE,0.994385390930529
"ESR1",0.0213046314559178,3.19651315154371,0.0181886067626977,0.89295593852551,0.956223206547483,TRUE,TRUE,TRUE,TRUE,"Bergmann",10,108,16,92,FALSE,0.994385390930529
"OPRM1",-0.0217804552532774,7.04815395360294,0.0179138234712034,0.893786198851953,0.975899995781163,TRUE,FALSE,TRUE,TRUE,"OPC",10,108,16,92,FALSE,0.994385390930529
"ESRRB",-0.0207526542874821,0.780903114948875,0.016897187919105,0.89678821538223,0.969515423325943,TRUE,FALSE,FALSE,FALSE,"Granule",10,109,16,93,FALSE,0.994385390930529
"MAP2K1",0.0145315754360067,5.8517699220197,0.0167185778811141,0.897334582573671,0.981216919091425,TRUE,TRUE,TRUE,TRUE,"Microglia",10,108,16,92,FALSE,0.994385390930529
"CTNNB1",-0.0155909497359086,7.98994590230253,0.0165467446917339,0.897817061838151,0.980759974374649,TRUE,FALSE,TRUE,FALSE,"Pericytes",10,102,16,86,FALSE,0.994385390930529
"ACLY",0.0285187802272297,4.66934467847499,0.0164191700969162,0.89823256215114,0.991050997458646,TRUE,FALSE,FALSE,FALSE,"MLI_2",10,106,16,90,FALSE,0.994385390930529
"PTPN2",0.0102245724738251,6.48319217913861,0.0161747495710096,0.899013256100324,0.976844542210667,TRUE,FALSE,TRUE,FALSE,"OPC",10,108,16,92,FALSE,0.994385390930529
"NR3C1",-0.0105469995662469,8.36562197831884,0.0161064634624247,0.899203331807998,0.983216835571239,TRUE,FALSE,FALSE,FALSE,"UBC",10,107,16,91,FALSE,0.994385390930529
"TET3",-0.0124707105440649,7.01919176213828,0.0159464537499528,0.899722630730452,0.981289811051556,TRUE,FALSE,TRUE,FALSE,"Microglia",10,108,16,92,FALSE,0.994385390930529
"CTNNB1",-0.0122813249286949,7.85619411246215,0.0152652571749592,0.901885196140332,0.990779790357224,TRUE,FALSE,TRUE,FALSE,"Endocytes",10,107,16,91,FALSE,0.995699100981321
"CDK2",0.0219074624689556,-0.190886728223446,0.0150262297169765,0.902619167870717,0.971772165687227,TRUE,FALSE,TRUE,TRUE,"Granule",10,109,16,93,FALSE,0.995699100981321
"SLC16A1",0.0304916057728314,4.13060119933878,0.013762566636527,0.906774871780867,0.992390994152657,TRUE,FALSE,FALSE,FALSE,"MLI_2",10,106,16,90,FALSE,0.997220843952583
"BACE1",0.0180639062784273,5.55600672399893,0.0135507494237681,0.907515395857218,0.992413056129342,TRUE,FALSE,TRUE,FALSE,"MLI_2",10,106,16,90,FALSE,0.997220843952583
"PKM",0.0219680786551263,6.30481537632417,0.0123100206291392,0.91186709703701,0.98997817509085,TRUE,FALSE,TRUE,FALSE,"Purkinje",10,108,16,92,FALSE,0.997220843952583
"OPRM1",0.0189486028735432,7.04196753659982,0.0122114524977158,0.912220445357215,0.977327120196312,TRUE,FALSE,TRUE,TRUE,"Astrocytes",10,108,16,92,FALSE,0.997220843952583
"BRAF",-0.00717052859142358,8.49627561215643,0.0119708109904356,0.913059432027629,0.984824436267919,TRUE,FALSE,TRUE,FALSE,"Microglia",10,108,16,92,FALSE,0.997220843952583
"NR1H2",-0.0160386658439335,4.40248355070392,0.0119233361126535,0.913232564734607,0.977372914703583,TRUE,FALSE,TRUE,FALSE,"Astrocytes",10,108,16,92,FALSE,0.997220843952583
"YWHAG",-0.0120683355021504,6.36460545866961,0.0118361119882637,0.913549666811628,0.980216314201261,TRUE,FALSE,TRUE,FALSE,"OPC",10,108,16,92,FALSE,0.997220843952583
"SLCO2B1",0.0167233722772705,1.16986226964226,0.0107978707582837,0.917414202111447,0.976980116123103,TRUE,FALSE,TRUE,FALSE,"Granule",10,109,16,93,FALSE,0.997220843952583
"SIRT1",0.0136786491073302,5.6214959094799,0.010618051883872,0.918066773566737,0.993729799071952,TRUE,FALSE,FALSE,FALSE,"PLI",10,107,16,91,FALSE,0.997220843952583
"OPRM1",-0.0185089773597092,7.06838623809492,0.010536749294199,0.918433233645037,0.99309460654839,TRUE,FALSE,TRUE,TRUE,"Endocytes",10,107,16,91,FALSE,0.997220843952583
"SRC",0.0161718600355268,3.27429347130596,0.0102958415729807,0.919356988736681,0.966117670109173,TRUE,FALSE,TRUE,FALSE,"Bergmann",10,108,16,92,FALSE,0.997220843952583
"TOP2B",0.00857210335700248,7.44867658202832,0.0101392987091055,0.919944704620882,0.994583719337705,TRUE,FALSE,TRUE,FALSE,"PLI",10,107,16,91,FALSE,0.997220843952583
"JUN",-0.0262147157084575,4.66375009748001,0.00977737133357863,0.921405048648873,0.986613870700191,TRUE,FALSE,TRUE,TRUE,"Golgi",10,106,16,90,FALSE,0.997220843952583
"PTK2",-0.00584351660766431,8.85537176342513,0.00970511550977349,0.921692948003379,0.98110305755121,TRUE,FALSE,FALSE,FALSE,"Oligodendrocytes",10,108,16,92,FALSE,0.997220843952583
"ADORA1",0.0124818397520442,5.48260801940428,0.00958293361175103,0.922181185201379,0.982057438503183,TRUE,FALSE,TRUE,FALSE,"OPC",10,108,16,92,FALSE,0.997220843952583
"SLC16A1",-0.0140472018458232,3.89293370738904,0.00954597674208446,0.92232076747939,0.981306820821066,TRUE,FALSE,FALSE,FALSE,"Oligodendrocytes",10,108,16,92,FALSE,0.997220843952583
"ACLY",0.0161671609009173,4.68624734785249,0.00947306037047751,0.922618631225961,0.986903151451594,TRUE,FALSE,FALSE,FALSE,"Microglia",10,108,16,92,FALSE,0.997220843952583
"ALK",-0.0184162783087033,4.40087786466637,0.00902399734609688,0.924456073857275,0.987515221024138,TRUE,FALSE,FALSE,FALSE,"Golgi",10,106,16,90,FALSE,0.997220843952583
"TRPV1",0.0206740453000401,5.29062456799497,0.00899711518158485,0.924566946579754,0.989138629440169,TRUE,FALSE,TRUE,FALSE,"UBC",10,107,16,91,FALSE,0.997220843952583
"POLA1",0.00952859540398809,7.02167375594442,0.0088844116533649,0.92505708418032,0.994937029737931,TRUE,FALSE,TRUE,FALSE,"MLI_2",10,106,16,90,FALSE,0.997220843952583
"PPARD",0.0081737734748159,5.60932617784092,0.00883691808822273,0.92526522486252,0.981377812592315,TRUE,FALSE,TRUE,FALSE,"Oligodendrocytes",10,108,16,92,FALSE,0.997220843952583
"KDM6B",0.0188089382341625,5.34376422582042,0.00866823919756756,0.925984801359621,0.987945234915687,TRUE,FALSE,TRUE,FALSE,"Golgi",10,106,16,90,FALSE,0.997220843952583
"ENPP1",0.0164498532781731,2.47971872725914,0.00828540459046686,0.927626123262137,0.96968620000338,TRUE,FALSE,TRUE,FALSE,"Bergmann",10,108,16,92,FALSE,0.997220843952583
"SLC22A2",-0.0186945451575614,-0.869260770715392,0.00823129342681011,0.927829305982091,0.979060439510459,TRUE,FALSE,FALSE,FALSE,"Granule",10,109,16,93,FALSE,0.997220843952583
"HSP90AB1",-0.0286048652680357,7.7177724354102,0.00804959514089329,0.928687263951105,0.99309460654839,TRUE,FALSE,TRUE,FALSE,"Endocytes",10,107,16,91,FALSE,0.997220843952583
"PRKCE",-0.00604849068122914,9.317953855739,0.00786601503000909,0.929470651573994,0.995252156862768,TRUE,FALSE,TRUE,TRUE,"MLI_2",10,106,16,90,FALSE,0.997220843952583
"EPHX2",-0.011159597628088,4.63374802973018,0.00772677300145787,0.930103872664502,0.982309766584449,TRUE,FALSE,TRUE,FALSE,"Astrocytes",10,108,16,92,FALSE,0.997220843952583
"OPRM1",0.0140345835933911,7.70591968411123,0.00747988537265927,0.931206999770805,0.983170358033221,TRUE,FALSE,TRUE,TRUE,"Pericytes",10,102,16,86,FALSE,0.997220843952583
"PKM",0.0157848248988834,6.32950400053172,0.00740811773461363,0.931565564862269,0.995252156862768,TRUE,FALSE,TRUE,FALSE,"MLI_2",10,106,16,90,FALSE,0.997220843952583
"STS",-0.014689171023917,5.00014124905665,0.00719533354554242,0.932537878670542,0.993159576528333,TRUE,FALSE,TRUE,FALSE,"Endocytes",10,107,16,91,FALSE,0.997220843952583
"MAPK10",0.006135187921848,8.93937006429827,0.00707340147629382,0.933119066731211,0.991190267082954,TRUE,FALSE,TRUE,FALSE,"MLI_1",10,108,16,92,FALSE,0.997220843952583
"SIRT1",-0.00815392362801372,5.40195344567803,0.00706936527973297,0.933133213348719,0.983175787366323,TRUE,FALSE,FALSE,FALSE,"OPC",10,108,16,92,FALSE,0.997220843952583
"IGF1R",-0.00624955339023893,8.75892620764837,0.0069934016254109,0.933494311621262,0.983175787366323,TRUE,FALSE,TRUE,FALSE,"OPC",10,108,16,92,FALSE,0.997220843952583
"PPARD",0.00818770736891126,5.5913241561961,0.00678137657175407,0.934511100358367,0.991644350921055,TRUE,FALSE,TRUE,FALSE,"MLI_1",10,108,16,92,FALSE,0.997220843952583
"PTPN2",0.0125513015704216,7.13100025356968,0.00671067250975762,0.934818015801359,0.984436886238118,TRUE,FALSE,TRUE,FALSE,"Pericytes",10,102,16,86,FALSE,0.997220843952583
"PRKCH",0.0169166944200795,2.23313987437846,0.00651705964872496,0.935791225252606,0.973045213330694,TRUE,FALSE,TRUE,TRUE,"Bergmann",10,108,16,92,FALSE,0.997220843952583
"PRKCQ",0.0143443917413276,3.47360652331152,0.00643672531945639,0.936170737502343,0.984635496692273,TRUE,FALSE,TRUE,FALSE,"Oligodendrocytes",10,108,16,92,FALSE,0.997220843952583
"PDE4B",0.012772680262047,8.51447955780654,0.00637805803469628,0.936498133900582,0.973452127607744,TRUE,FALSE,TRUE,FALSE,"Bergmann",10,108,16,92,FALSE,0.997220843952583
"PPARG",-0.012552331674421,5.16462394490457,0.00598884702730862,0.938452027838336,0.984311519035391,TRUE,TRUE,TRUE,TRUE,"Astrocytes",10,108,16,92,FALSE,0.998389657353559
"DAB2IP",-0.0090815000363372,8.76877363975984,0.00560648789243371,0.940432335884905,0.985102132273273,TRUE,FALSE,FALSE,FALSE,"Pericytes",10,102,16,86,FALSE,0.999584415352598
"TET3",-0.00762501683390596,6.88532399884803,0.00511959661217607,0.943065353163356,0.994796642294348,TRUE,FALSE,TRUE,FALSE,"PLI",10,107,16,91,FALSE,0.999948155156426
"HIF1A",-0.00764230441723436,6.53737744947962,0.00501695355307712,0.943649667683933,0.994231654985336,TRUE,FALSE,TRUE,FALSE,"Purkinje",10,108,16,92,FALSE,0.999948155156426
"LYPLA1",-0.0095871987099579,5.19442669668773,0.00443761803051533,0.94699617446476,0.994231654985336,TRUE,FALSE,FALSE,FALSE,"Purkinje",10,108,16,92,FALSE,0.999948155156426
"PDE4B",-0.0101110843918982,8.44451477127862,0.00443290819586959,0.947042627596291,0.987350327915572,TRUE,FALSE,TRUE,FALSE,"Astrocytes",10,108,16,92,FALSE,0.999948155156426
"KDM1A",-0.00747734141238124,6.10802529855378,0.00436161035782236,0.947452889516556,0.994231654985336,TRUE,FALSE,TRUE,FALSE,"Purkinje",10,108,16,92,FALSE,0.999948155156426
"ADCY10",-0.0139550333353933,3.97763851189284,0.0035881789536506,0.9523446559402,0.980950251541474,TRUE,FALSE,FALSE,FALSE,"Bergmann",10,108,16,92,FALSE,0.999948155156426
"CA13",0.00774123617619924,4.18641896518646,0.00347471483350714,0.953088253108688,0.98746616928208,TRUE,FALSE,TRUE,FALSE,"OPC",10,108,16,92,FALSE,0.999948155156426
"NR1H3",-0.0112571391508735,3.56123919538903,0.0031397288300794,0.955394717683872,0.990414302646886,TRUE,FALSE,TRUE,FALSE,"Microglia",10,108,16,92,FALSE,0.999948155156426
"SLC5A2",0.00877098699331823,-0.270182297276644,0.00310696365150304,0.955627594793706,0.987131300934302,TRUE,FALSE,TRUE,FALSE,"Granule",10,109,16,93,FALSE,0.999948155156426
"OPRM1",0.00924919715383848,7.09667827014147,0.00298294934264953,0.956549258171479,0.989186780484576,TRUE,FALSE,TRUE,TRUE,"Oligodendrocytes",10,108,16,92,FALSE,0.999948155156426
"TET1",0.00499249720757852,5.98894449703636,0.0028853450584072,0.957255104998562,0.989815358975952,TRUE,FALSE,TRUE,TRUE,"Astrocytes",10,108,16,92,FALSE,0.999948155156426
"TDP1",0.00928724037320414,5.2963266822483,0.00287522722354683,0.957327118879547,0.997690474342072,TRUE,FALSE,TRUE,FALSE,"Endocytes",10,107,16,91,FALSE,0.999948155156426
"SRC",-0.0108846150446957,3.65943032091115,0.0027799699489725,0.958025757049099,0.990731578256888,TRUE,FALSE,TRUE,FALSE,"Microglia",10,108,16,92,FALSE,0.999948155156426
"TET1",0.00736230815526217,5.93813059201871,0.0026192354966243,0.959265314280384,0.997493269900255,TRUE,FALSE,TRUE,TRUE,"MLI_2",10,106,16,90,FALSE,0.999948155156426
"SNCA",0.00499160994690869,7.82603623021418,0.00243040493686412,0.960766443590565,0.988493914143177,TRUE,TRUE,TRUE,TRUE,"OPC",10,108,16,92,FALSE,0.999948155156426
"TET1",-0.00564113384206979,5.94149838689196,0.0023472514664409,0.961436514791989,0.993767251627555,TRUE,FALSE,TRUE,TRUE,"Golgi",10,106,16,90,FALSE,0.999948155156426
"LTB4R",-0.00901566488845948,1.5562055359164,0.00226569332323375,0.962109366669519,0.985815121861721,TRUE,FALSE,FALSE,FALSE,"Bergmann",10,108,16,92,FALSE,0.999948155156426
"KDM1A",0.00544827164756467,6.42948427595924,0.00224774720546047,0.962255000033826,0.996372134683047,TRUE,FALSE,TRUE,FALSE,"PLI",10,107,16,91,FALSE,0.999948155156426
"CA9",-0.00905876882014246,2.96746340359822,0.00213736314895784,0.963205878733476,0.986333546462295,TRUE,TRUE,TRUE,TRUE,"Bergmann",10,108,16,92,FALSE,0.999948155156426
