"cell_type","gene_symbol","gene_id","logFC","CI.L","CI.R","AveExpr","t","P.Value","nominal_p_lt_0_05","BH_FDR_full_transcriptome_within_cell_type_supplementary","BH_FDR_all_target_gene_cell_type_tests_supplementary","BH_FDR_prespecified_gene_cell_type_tests_supplementary","n_pseudobulk_samples","n_donors","n_et_donors","n_normal_donors","initial_consensus_correlation","final_consensus_correlation","all_form_union","all_form_core","circulating_conjugate_union","circulating_conjugate_core","prespecified_single_gene","B","analysis_type","omitted_et_donors","filter_pass_fraction","same_direction_fraction","nominal_p_lt_0_05_fraction","all_iterations_nominal_p_lt_0_05","maximum_nominal_p","minimum_logFC","maximum_logFC"
"OPC","SIRT1","ENSG00000096717",0.032525195571548,-0.143969284317858,0.209019675460954,5.31714039731856,0.364425470666609,0.716104885480666,FALSE,0.911241671306639,0.911083094752771,0.960978091463526,130,108,16,92,0.174390558604175,0.174457377959855,TRUE,FALSE,FALSE,FALSE,TRUE,-5.91671906304334,"raw-count donor-by-sequencing-batch pseudobulk voom analysis",NA,NA,NA,NA,NA,NA,NA,NA
"PLI","TET3","ENSG00000187605",0.034905908443603,-0.165624552745411,0.235436369632617,6.80456278477569,0.344238442968048,0.731200158701245,FALSE,0.945848143025487,0.917851004664636,0.960978091463526,127,107,16,91,0.212564412440487,0.212557412022697,TRUE,FALSE,TRUE,FALSE,TRUE,-5.77861319704033,"raw-count donor-by-sequencing-batch pseudobulk voom analysis",NA,NA,NA,NA,NA,NA,NA,NA
"MLI_1","SIRT1","ENSG00000096717",0.0294843900301149,-0.144247597635306,0.203216377695536,5.33923369829056,0.335582152599651,0.737697360382861,FALSE,0.929860077189328,0.920533745584819,0.960978091463526,133,108,16,92,0.208796668844919,0.208893644765407,TRUE,FALSE,FALSE,FALSE,TRUE,-5.7392717584739,"raw-count donor-by-sequencing-batch pseudobulk voom analysis",NA,NA,NA,NA,NA,NA,NA,NA
"Astrocytes","IGF1R","ENSG00000140443",0.0187967436329974,-0.0933138822923594,0.130907369558354,8.69996741763576,0.331511921349307,0.740759431710432,FALSE,0.902227640917465,0.921854182214579,0.960978091463526,134,108,16,92,0.269165816412669,0.26902089105135,TRUE,FALSE,TRUE,FALSE,TRUE,-6.45160323384548,"raw-count donor-by-sequencing-batch pseudobulk voom analysis",NA,NA,NA,NA,NA,NA,NA,NA
"PLI","IGF1R","ENSG00000140443",-0.0190830880161531,-0.13898385930127,0.100817683268964,8.72672106416091,-0.314751242150806,0.753434262902734,FALSE,0.952217952749058,0.925125949479357,0.960978091463526,127,107,16,91,0.212564412440487,0.212557412022697,TRUE,FALSE,TRUE,FALSE,TRUE,-6.18522948670622,"raw-count donor-by-sequencing-batch pseudobulk voom analysis",NA,NA,NA,NA,NA,NA,NA,NA
"Microglia","IGF1R","ENSG00000140443",-0.0200803051198911,-0.153982019437179,0.113821409197397,8.71877275556646,-0.296624284662399,0.767216632563652,FALSE,0.941560107353278,0.936047965235914,0.960978091463526,127,108,16,92,0.200947166454236,0.20114658349785,TRUE,FALSE,TRUE,FALSE,TRUE,-6.50949544397063,"raw-count donor-by-sequencing-batch pseudobulk voom analysis",NA,NA,NA,NA,NA,NA,NA,NA
"Microglia","TET3","ENSG00000187605",0.0241616925893206,-0.140608710310419,0.18893209548906,7.01564389738934,0.290048540396248,0.772231364055487,FALSE,0.943568548452213,0.936177326689292,0.960978091463526,127,108,16,92,0.200947166454236,0.20114658349785,TRUE,FALSE,TRUE,FALSE,TRUE,-6.23519485455489,"raw-count donor-by-sequencing-batch pseudobulk voom analysis",NA,NA,NA,NA,NA,NA,NA,NA
"Endocytes","TET3","ENSG00000187605",-0.0307678674128731,-0.244426123440257,0.18289038861451,6.83140569640199,-0.285012013880686,0.776107995422915,FALSE,0.966746767897707,0.936698280537775,0.960978091463526,121,107,16,91,0.170853828039526,0.171192220340184,TRUE,FALSE,TRUE,FALSE,TRUE,-6.31577095100481,"raw-count donor-by-sequencing-batch pseudobulk voom analysis",NA,NA,NA,NA,NA,NA,NA,NA
"MLI_2","SIRT1","ENSG00000096717",-0.0381570630765442,-0.341284972137276,0.264970845984187,5.39634442790418,-0.249242233502867,0.803601710899812,FALSE,0.956425585611381,0.940604599181178,0.960978091463526,111,106,16,90,0.147495448276248,0.147618093114082,TRUE,FALSE,FALSE,FALSE,TRUE,-5.85510502562222,"raw-count donor-by-sequencing-batch pseudobulk voom analysis",NA,NA,NA,NA,NA,NA,NA,NA
"Bergmann","SIRT1","ENSG00000096717",-0.0182303038804449,-0.164700611055652,0.128240003294763,5.3232793560757,-0.246104456460209,0.805967218251986,FALSE,0.905393514764139,0.940604599181178,0.960978091463526,136,108,16,92,0.274401116930219,0.274690494831428,TRUE,FALSE,FALSE,FALSE,TRUE,-6.28181791462834,"raw-count donor-by-sequencing-batch pseudobulk voom analysis",NA,NA,NA,NA,NA,NA,NA,NA
"OPC","TET3","ENSG00000187605",-0.0170811231696697,-0.160302701139728,0.126140454800389,6.86930891736119,-0.235845667973748,0.813906325986629,FALSE,0.949282323129901,0.944049442475868,0.960978091463526,130,108,16,92,0.174390558604175,0.174457377959855,TRUE,FALSE,TRUE,FALSE,TRUE,-6.21664677747061,"raw-count donor-by-sequencing-batch pseudobulk voom analysis",NA,NA,NA,NA,NA,NA,NA,NA
"Purkinje","ADCY10","ENSG00000143199",-0.0530736911243265,-0.504464758121108,0.398317375872455,4.25523484854956,-0.232700404047032,0.816374443838954,FALSE,0.944423776489858,0.944049442475868,0.960978091463526,121,108,16,92,0.0712124456320508,0.0712425788161398,TRUE,FALSE,FALSE,FALSE,TRUE,-5.32629902771895,"raw-count donor-by-sequencing-batch pseudobulk voom analysis",NA,NA,NA,NA,NA,NA,NA,NA
"OPC","ADCY10","ENSG00000143199",0.0458798365834943,-0.352907457953812,0.4446671311208,3.83183761171868,0.227509995958521,0.82036799510604,FALSE,0.950505953450017,0.94548512734133,0.960978091463526,130,108,16,92,0.174390558604175,0.174457377959855,TRUE,FALSE,FALSE,FALSE,TRUE,-5.64600818772001,"raw-count donor-by-sequencing-batch pseudobulk voom analysis",NA,NA,NA,NA,NA,NA,NA,NA
"Oligodendrocytes","CA2","ENSG00000104267",0.0443541176121696,-0.360195905120924,0.448904140345263,3.90800891894131,0.216797147446395,0.828688149063422,FALSE,0.945994452764849,0.950692066819078,0.960978091463526,133,108,16,92,0.25740559432296,0.257627515252597,TRUE,TRUE,TRUE,TRUE,TRUE,-6.12595295990363,"raw-count donor-by-sequencing-batch pseudobulk voom analysis",NA,NA,NA,NA,NA,NA,NA,NA
"Granule","CA2","ENSG00000104267",0.0508738716725338,-0.435630240573629,0.537377983918697,0.0371425835145745,0.206732769783873,0.83651755015569,FALSE,0.94630944813026,0.952527281771423,0.960978091463526,139,109,16,93,0.433480024109276,0.432979964817126,TRUE,TRUE,TRUE,TRUE,TRUE,-5.38063982609415,"raw-count donor-by-sequencing-batch pseudobulk voom analysis",NA,NA,NA,NA,NA,NA,NA,NA
"UBC","TET3","ENSG00000187605",0.0202728357579964,-0.174288964568271,0.214834636084264,6.93097063969034,0.206208226222549,0.836961856678228,FALSE,0.957203183988731,0.952527281771423,0.960978091463526,116,107,16,91,0.0586769757565924,0.058711755849593,TRUE,FALSE,TRUE,FALSE,TRUE,-5.80861360417261,"raw-count donor-by-sequencing-batch pseudobulk voom analysis",NA,NA,NA,NA,NA,NA,NA,NA
