"logFC","logCPM","F","PValue","BH_FDR_full_transcriptome_within_cell_type_supplementary","gene_symbol","cell_type","minimum_nuclei","n_donors","n_et_donors","n_control_donors","nominal_p_lt_0_05","BH_FDR_carbonic_anhydrase_tests_within_threshold_supplementary"
0.0278810697395883,3.23933301729816,0.0216077640091739,0.883360294893859,0.971045502816319,"CA9","Oligodendrocytes",10,108,16,92,FALSE,0.964740914132788
0.0296837155082035,4.14453774254292,0.0207879982048893,0.885609307342986,0.984755039839464,"CA8","MLI_1",10,108,16,92,FALSE,0.964740914132788
-0.0114537331591091,10.8946590236377,0.0183051591959541,0.892610752328467,0.973366581235443,"CA10","Oligodendrocytes",10,108,16,92,FALSE,0.964740914132788
0.0122942218313196,5.2646791186095,0.00612188128637898,0.937757978513456,0.995528474575549,"CA5B","MLI_2",10,106,16,90,FALSE,0.993196476584917
0.00774123617619924,4.18641896518646,0.00347471483350714,0.953088253108688,0.98746616928208,"CA13","OPC",10,108,16,92,FALSE,0.993196476584917
-0.00671091884582296,6.52854693736005,0.00232323234091737,0.961646109201132,0.995588064130312,"CA11","MLI_1",10,108,16,92,FALSE,0.993196476584917
-0.00905876882014246,2.96746340359822,0.00213736314895784,0.963205878733476,0.986333546462295,"CA9","Bergmann",10,108,16,92,FALSE,0.993196476584917
-0.00263287560923054,10.9702087962324,0.00132700504610214,0.971002245268244,0.992029843899493,"CA10","OPC",10,108,16,92,FALSE,0.993196476584917
-0.00331428953370687,5.15910663417142,0.00101558025257385,0.974632056461835,0.994567934170392,"CA5B","Astrocytes",10,108,16,92,FALSE,0.993196476584917
-0.00318596815967235,4.68608605269839,0.000268204108855052,0.986957755410689,0.997493269900255,"CA3","MLI_2",10,106,16,90,FALSE,0.996268677631545
2.11599556357868e-05,3.9209618584747,9.55420821021167e-08,0.999753916525835,0.999892258857458,"CA13","Granule",10,109,16,93,FALSE,0.999753916525835
0.856901079323845,0.704429296720319,13.4821649100555,0.000359294915081606,0.0228369999405773,"CA12","Granule",20,109,16,93,TRUE,0.0388038508288135
0.854322897017232,3.91902978926818,7.17938350042331,0.00829364639178547,0.381767899279384,"CA12","Purkinje",20,108,16,92,TRUE,0.368318505331661
0.682711455516241,3.6289896267991,6.83359443689437,0.0102310695925461,0.0823862551905077,"CA12","Bergmann",20,108,16,92,TRUE,0.368318505331661
0.578580872530525,3.80292220654802,4.31794948461258,0.0398568081270999,0.314122957427828,"CA12","Astrocytes",20,108,16,92,TRUE,0.815370199202216
0.485574689165422,1.66440071913375,3.87565158258577,0.0511284329712631,0.218655307157854,"CA2","Bergmann",20,108,16,92,FALSE,0.815370199202216
